Qualidade do Produto;Tempo de Entrega;Qualidade da Loja;Comentário do Cliente;Nome da Loja;Nicho;Cidade
5.0;5.0;5.0;CERVEJA GELADA DEMAIS, MELHOR NÃO TEM🔥;Cabanos Beer;Bebidas;Cametá
5.0;5.0;5.0;sinceramente, é rápido demais, preço muito em conta;Cabanos Beer;Bebidas;Cametá
5.0;5.0;5.0;atendimento excelente, super educados e atenciosos;Cabanos Beer;Bebidas;Cametá
5.0;5.0;5.0;Cerveja muito gelada, ainda tem brinde 😍;Cabanos Beer;Bebidas;Cametá
5.0;5.0;5.0;Sem comentário;Cabanos Beer;Bebidas;Cametá
5.0;5.0;1.0;Sem comentário;Cabanos Beer;Bebidas;Cametá
5.0;5.0;5.0;Sem comentário;Tropical Chopp Gourmet;Chopp ;Cametá
5.0;5.0;5.0;Gostei muito entrega rápida e bom atendimento e qualidade;Panificadora Amaral;Panificadora;Oeiras
5.0;4.0;5.0;Sem comentário;Panificadora Amaral;Panificadora;Oeiras
4.0;3.0;4.0;Sem comentário;Panificadora Amaral;Panificadora;Oeiras
5.0;5.0;5.0;Sem comentário;Panificadora Amaral;Panificadora;Oeiras
5.0;5.0;5.0;Sem comentário;Panificadora Amaral;Panificadora;Oeiras
4.0;5.0;4.0;Sem comentário;Panificadora Amaral;Panificadora;Oeiras
3.0;3.0;5.0;Sem comentário;Panificadora Amaral;Panificadora;Oeiras
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
4.0;3.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
4.0;4.0;4.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí do Robson;Açaí;Cametá
3.0;3.0;3.0;Sem comentário;Sushi House;Sushi;Oeiras
5.0;5.0;5.0;Sem comentário;Sushi House;Sushi;Oeiras
5.0;5.0;5.0;Sem comentário;Sushi House;Sushi;Oeiras
5.0;5.0;5.0;Sem comentário;Sushi House;Sushi;Oeiras
5.0;5.0;5.0;Sem comentário;Sushi House;Sushi;Oeiras
5.0;5.0;5.0;Preço baixo e bom atendimento !;Delivery The Beer;Bebidas;Cametá
5.0;5.0;5.0;rápido e prático ganhou uma cliente 🥰;Delivery The Beer;Bebidas;Cametá
5.0;5.0;5.0;Sem comentário;Delivery The Beer;Bebidas;Cametá
5.0;5.0;5.0;Sem comentário;Delivery The Beer;Bebidas;Cametá
5.0;5.0;5.0;Sem comentário;Delivery The Beer;Bebidas;Cametá
5.0;5.0;5.0;Sem comentário;Lanches do Cazuza;Salgados;Baião
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
1.0;1.0;1.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
4.0;5.0;5.0;Sem comentário;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Meu primeiro pedido no app e no estabelecimento em questão! Deveras satisfeito!;Rango Bom Refeições Delivery;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Açaí da Amazônia;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí da Amazônia;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí da Amazônia;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí da Amazônia;Açaí;Cametá
5.0;4.0;5.0;Sem comentário;Açaí da Amazônia;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Açaí da Amazônia;Açaí;Cametá
5.0;5.0;5.0;Sem comentário;Égua do Milkshake e da Coxinha;Milkshake/Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Égua do Milkshake e da Coxinha;Milkshake/Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Égua do Milkshake e da Coxinha;Milkshake/Salgados;Cametá
1.0;1.0;1.0;Sem comentário;Égua do Milkshake e da Coxinha;Milkshake/Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Égua do Milkshake e da Coxinha;Milkshake/Salgados;Cametá
5.0;5.0;5.0;Sem comentário;Égua do Milkshake e da Coxinha;Milkshake/Salgados;Cametá
1.0;1.0;1.0;Sem comentário;Hortifruti Ana Raquel;Frutas/Legumes;Oeiras
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;muito gostoso o lanche;Impérios Burguer;Lanches;Cametá
5.0;4.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;muito bom;Impérios Burguer;Lanches;Cametá
5.0;4.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;4.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;lanche de excelente qualidade;Impérios Burguer;Lanches;Cametá
5.0;4.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;4.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
2.0;1.0;1.0;Demora na entrega. Os pedidos não vieram identificados.;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;3.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;3.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;4.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;muito bom♡;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Sem comentário;Impérios Burguer;Lanches;Cametá
5.0;5.0;5.0;Qualidade da comida excelente! Para a primeira entrega no meu endereço, foi bem rápida. Foram super atenciosos.;Restaurante Ki Delicia;Restaurante;Oeiras
5.0;4.0;5.0;Sem comentário;Restaurante Ki Delicia;Restaurante;Oeiras
5.0;1.0;5.0;Sem comentário;Restaurante Ki Delicia;Restaurante;Oeiras
5.0;1.0;5.0;melhor de Baião cariocas 😍;Cariocas Burguer;Lanches;Baião
5.0;4.0;5.0;Satisfeito com o atendimento!;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
4.0;4.0;4.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
5.0;5.0;5.0;Sem comentário;Restaurante e Pizzaria Terrazzo Palace;Restaurante;Cametá
